customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,MonthlyCharges,TotalCharges,Churn
3091-TTTTT,Male,1,No,No,69,Yes,DSL,43.96,3033.24,No
9751-AAAAA,Male,0,No,No,40,Yes,No,23.24,929.6,No
7455-SSSSS,Female,0,No,No,15,Yes,No,53.58,803.7,No
1444-CCCCC,Female,0,Yes,Yes,67,No,No,71.39,4783.13,No
8022-EEEEE,Male,0,Yes,No,47,Yes,Fiber optic,99.66,4684.02,No
8564-FFFFF,Female,0,No,No,55,No,DSL,53.8,2959.0,No
1823-IIIII,Male,0,No,No,63,No,No,90.55,5704.65,Yes
7211-KKKKK,Female,1,No,Yes,58,Yes,Fiber optic,38.75,2247.5,Yes
4467-OOOOO,Male,0,No,Yes,61,Yes,No,95.06,5798.66,Yes
6355-KKKKK,Male,0,No,No,10,Yes,Fiber optic,43.6,436.0,No
7211-IIIII,Male,0,No,Yes,17,Yes,No,34.35,583.95,No
7906-IIIII,Female,1,Yes,No,18,Yes,DSL,38.54,693.72,No
2341-PPPPP,Female,0,No,No,54,Yes,DSL,38.21,2063.34,No
1317-XXXXX,Male,0,Yes,Yes,25,Yes,No,71.29,1782.25,No
9837-BBBBB,Female,0,No,No,5,Yes,Fiber optic,104.48,522.4,No
6733-HHHHH,Male,0,No,Yes,3,No,No,27.96,83.88,Yes
2124-YYYYY,Male,0,Yes,Yes,28,Yes,Fiber optic,90.7,2539.6,No
1659-YYYYY,Female,1,Yes,No,58,Yes,No,85.43,4954.94,No
1508-HHHHH,Female,0,Yes,Yes,16,Yes,Fiber optic,107.25,1716.0,No
4266-AAAAA,Male,0,Yes,Yes,42,No,DSL,44.41,1865.22,No
3496-HHHHH,Female,0,No,No,65,Yes,No,65.01,4225.65,No
3068-PPPPP,Female,0,Yes,No,33,Yes,DSL,112.58,3715.14,Yes
2874-SSSSS,Male,0,No,Yes,7,Yes,DSL,86.0,602.0,No
4571-OOOOO,Male,0,Yes,Yes,12,Yes,No,58.88,706.56,No
5198-YYYYY,Female,0,No,No,7,Yes,No,33.14,231.98,No
7043-FFFFF,Male,0,No,Yes,64,No,Fiber optic,46.25,2960.0,No
2876-YYYYY,Male,0,No,Yes,42,Yes,Fiber optic,78.12,3281.04,No
3683-JJJJJ,Female,0,No,Yes,38,Yes,DSL,91.82,3489.16,No
2771-SSSSS,Male,0,No,Yes,58,Yes,Fiber optic,32.44,1881.52,No
1420-JJJJJ,Male,0,No,Yes,43,Yes,Fiber optic,79.96,3438.28,No
7149-MMMMM,Female,0,Yes,Yes,8,Yes,No,75.04,600.32,No
4249-CCCCC,Female,0,No,Yes,36,Yes,Fiber optic,71.4,2570.4,No
4978-DDDDD,Male,1,Yes,No,35,Yes,DSL,89.01,3115.35,No
5941-VVVVV,Male,1,Yes,No,27,Yes,Fiber optic,103.74,2800.98,No
2983-ZZZZZ,Female,0,No,No,41,Yes,DSL,52.3,2144.3,Yes
1672-LLLLL,Female,0,Yes,No,42,Yes,No,108.9,4573.8,No
9728-NNNNN,Female,0,No,No,41,Yes,DSL,36.06,1478.46,No
7071-CCCCC,Female,0,Yes,Yes,65,Yes,Fiber optic,37.3,2424.5,No
9289-UUUUU,Male,0,No,Yes,54,Yes,No,46.68,2520.72,Yes
6590-AAAAA,Female,0,Yes,Yes,71,No,Fiber optic,31.95,2268.45,Yes
7882-PPPPP,Female,0,No,Yes,47,Yes,No,43.03,2022.41,Yes
2729-NNNNN,Male,0,No,No,21,Yes,No,30.64,643.44,Yes
6934-UUUUU,Female,0,No,Yes,26,Yes,Fiber optic,102.18,2656.68,No
8532-WWWWW,Male,0,No,Yes,66,Yes,Fiber optic,33.9,2237.4,No
3506-NNNNN,Female,0,Yes,No,12,Yes,No,94.73,1136.76,No
3885-XXXXX,Female,0,No,Yes,44,Yes,No,24.79,1090.76,No
9548-UUUUU,Female,0,Yes,Yes,9,Yes,Fiber optic,114.85,1033.65,No
5425-TTTTT,Male,0,Yes,No,8,No,DSL,91.12,728.96,Yes
9817-YYYYY,Male,0,Yes,Yes,53,Yes,Fiber optic,20.68,1096.04,No
8921-OOOOO,Female,0,No,Yes,26,Yes,No,96.39,2506.14,Yes
8136-XXXXX,Male,0,Yes,Yes,33,Yes,Fiber optic,71.41,2356.53,No
5397-KKKKK,Male,0,Yes,Yes,0,Yes,DSL,97.94,0.0,No
5022-CCCCC,Male,0,Yes,Yes,31,Yes,Fiber optic,72.25,2239.75,Yes
5569-OOOOO,Male,0,No,No,70,Yes,No,84.1,5887.0,No
4995-YYYYY,Male,0,No,No,66,Yes,Fiber optic,98.63,6509.58,No
8613-SSSSS,Male,1,Yes,No,19,Yes,No,60.51,1149.69,No
7209-KKKKK,Female,0,No,No,34,Yes,No,20.27,689.18,No
1470-PPPPP,Female,0,No,No,16,Yes,Fiber optic,104.99,1679.84,Yes
6325-FFFFF,Male,0,Yes,No,17,Yes,No,58.09,987.53,No
8988-GGGGG,Female,0,Yes,Yes,44,Yes,No,69.6,3062.4,Yes
6813-ZZZZZ,Female,0,No,No,52,Yes,DSL,20.78,1080.56,No
5232-KKKKK,Female,1,Yes,No,67,Yes,DSL,69.21,4637.07,Yes
5581-TTTTT,Female,0,No,Yes,64,Yes,DSL,118.65,7593.6,No
5526-RRRRR,Male,0,No,Yes,0,Yes,DSL,47.83,0.0,No
1166-QQQQQ,Female,0,No,No,57,No,No,59.54,3393.78,No
4130-CCCCC,Female,0,No,Yes,25,Yes,Fiber optic,88.72,2218.0,No
4954-XXXXX,Male,0,No,No,19,Yes,No,101.48,1928.12,No
7658-PPPPP,Male,0,No,Yes,9,Yes,No,61.74,555.66,No
4937-WWWWW,Female,0,Yes,No,58,Yes,No,50.97,2956.26,No
8800-UUUUU,Female,1,Yes,Yes,40,Yes,Fiber optic,113.78,4551.2,Yes
9041-OOOOO,Female,0,No,Yes,4,Yes,DSL,87.71,350.84,No
1282-CCCCC,Female,0,No,No,64,Yes,No,31.9,2041.6,Yes
5820-HHHHH,Female,0,No,No,16,Yes,No,26.89,430.24,Yes
7625-WWWWW,Female,0,Yes,No,21,Yes,DSL,68.35,1435.35,No
4986-JJJJJ,Male,0,No,No,40,Yes,No,42.01,1680.4,No
7046-PPPPP,Female,0,Yes,No,67,Yes,Fiber optic,45.4,3041.8,No
9698-LLLLL,Female,0,No,Yes,68,Yes,No,107.77,7328.36,No
7971-XXXXX,Male,0,No,No,10,Yes,No,28.96,289.6,No
6419-LLLLL,Male,0,Yes,No,55,Yes,DSL,91.54,5034.7,Yes
8434-IIIII,Male,0,Yes,Yes,50,Yes,No,47.11,2355.5,Yes
6023-IIIII,Male,0,No,Yes,20,Yes,No,96.03,1920.6,Yes
4777-DDDDD,Female,1,No,No,25,Yes,Fiber optic,92.24,2306.0,No
4155-KKKKK,Female,0,No,Yes,18,Yes,DSL,20.74,373.32,No
2958-XXXXX,Female,0,Yes,Yes,59,Yes,DSL,70.91,4183.69,Yes
9779-YYYYY,Female,1,Yes,No,70,Yes,Fiber optic,33.93,2375.1,No
4033-GGGGG,Female,0,Yes,Yes,46,Yes,No,106.62,4904.52,Yes
4545-XXXXX,Female,1,Yes,Yes,70,Yes,DSL,107.16,7501.2,No
8933-IIIII,Male,0,Yes,No,25,Yes,DSL,61.83,1545.75,No
9595-TTTTT,Female,0,Yes,No,39,Yes,No,64.44,2513.16,No
5636-DDDDD,Male,0,No,Yes,4,Yes,No,50.33,201.32,No
4180-JJJJJ,Male,0,No,Yes,20,Yes,DSL,91.66,1833.2,No
4727-LLLLL,Female,0,Yes,No,3,Yes,No,55.87,167.61,No
3939-JJJJJ,Male,0,No,Yes,22,Yes,DSL,46.78,1029.16,No
1231-WWWWW,Female,0,No,Yes,14,Yes,No,63.22,885.08,No
9751-EEEEE,Male,0,Yes,Yes,7,Yes,No,29.15,204.05,No
5494-BBBBB,Female,0,No,No,40,No,Fiber optic,94.66,3786.4,Yes
1893-RRRRR,Male,1,Yes,Yes,18,Yes,No,21.26,382.68,No
5786-WWWWW,Female,0,Yes,Yes,45,Yes,Fiber optic,84.45,3800.25,No
3068-UUUUU,Female,0,No,No,27,Yes,No,38.29,1033.83,Yes
9042-DDDDD,Female,0,Yes,Yes,67,Yes,DSL,43.24,2897.08,No
1200-SSSSS,Female,0,Yes,Yes,14,Yes,DSL,83.56,1169.84,No
5658-PPPPP,Female,1,Yes,No,36,Yes,No,119.29,4294.44,No
8843-OOOOO,Male,0,Yes,No,0,Yes,No,97.77,0.0,No
6582-FFFFF,Male,0,Yes,No,66,Yes,DSL,42.58,2810.28,No
1841-IIIII,Male,0,Yes,No,23,Yes,No,37.6,864.8,No
8827-DDDDD,Female,0,Yes,Yes,26,Yes,Fiber optic,106.62,2772.12,No
2070-MMMMM,Male,0,Yes,Yes,39,Yes,Fiber optic,64.42,2512.38,No
9056-CCCCC,Female,0,No,No,62,Yes,Fiber optic,33.71,2090.02,No
1878-EEEEE,Female,0,No,No,60,Yes,Fiber optic,106.22,6373.2,No
3444-ZZZZZ,Male,0,No,Yes,35,Yes,Fiber optic,101.61,3556.35,No
5978-CCCCC,Male,0,Yes,No,23,No,No,118.39,2722.97,No
5066-DDDDD,Female,1,Yes,Yes,23,Yes,No,110.97,2552.31,No
7818-TTTTT,Male,1,No,No,3,Yes,Fiber optic,105.18,315.54,Yes
4697-YYYYY,Female,0,No,Yes,66,Yes,No,25.26,1667.16,Yes
9561-MMMMM,Female,0,No,No,33,Yes,No,30.44,1004.52,No
8381-OOOOO,Female,0,Yes,No,56,Yes,Fiber optic,76.9,4306.4,No
5871-SSSSS,Female,0,No,Yes,48,Yes,No,73.15,3511.2,Yes
8025-JJJJJ,Female,1,No,No,52,Yes,No,65.8,3421.6,No
1986-TTTTT,Male,0,Yes,Yes,22,Yes,No,59.68,1312.96,Yes
2625-YYYYY,Male,0,No,Yes,68,Yes,Fiber optic,63.12,4292.16,No
4404-UUUUU,Female,0,Yes,Yes,52,Yes,No,76.93,4000.36,Yes
4457-IIIII,Female,0,Yes,Yes,61,Yes,DSL,20.21,1232.81,No
2330-FFFFF,Male,0,Yes,Yes,40,Yes,DSL,46.07,1842.8,No
4929-FFFFF,Male,0,No,No,56,Yes,Fiber optic,71.83,4022.48,No
2229-FFFFF,Female,0,No,No,59,No,DSL,92.22,5440.98,No
1043-NNNNN,Male,0,Yes,Yes,53,Yes,Fiber optic,37.42,1983.26,Yes
8381-WWWWW,Female,0,No,No,69,Yes,DSL,74.69,5153.61,No
8699-JJJJJ,Male,0,No,Yes,56,Yes,DSL,91.45,5121.2,No
1534-HHHHH,Female,0,No,No,9,Yes,DSL,64.46,580.14,No
5720-WWWWW,Male,0,No,No,39,Yes,Fiber optic,22.71,885.69,No
5632-WWWWW,Female,0,Yes,No,6,No,Fiber optic,64.93,389.58,No
8438-CCCCC,Male,0,No,No,37,Yes,No,49.64,1836.68,Yes
4824-IIIII,Male,0,Yes,Yes,60,Yes,Fiber optic,112.96,6777.6,No
4241-NNNNN,Female,0,Yes,Yes,2,Yes,DSL,32.46,64.92,No
2880-RRRRR,Male,0,No,No,50,Yes,DSL,85.25,4262.5,No
4683-UUUUU,Female,1,Yes,No,46,Yes,Fiber optic,25.27,1162.42,No
3441-IIIII,Male,0,No,Yes,67,Yes,Fiber optic,64.62,4329.54,No
3330-CCCCC,Female,0,No,No,37,Yes,Fiber optic,75.4,2789.8,No
1977-FFFFF,Male,0,Yes,Yes,35,Yes,No,49.8,1743.0,Yes
6039-TTTTT,Female,0,Yes,Yes,40,Yes,DSL,65.51,2620.4,No
5728-OOOOO,Male,0,Yes,Yes,68,Yes,No,36.36,2472.48,Yes
3037-OOOOO,Female,0,Yes,No,12,No,No,50.41,604.92,Yes
5982-WWWWW,Male,0,No,Yes,57,Yes,DSL,82.11,4680.27,No
7594-IIIII,Female,0,No,No,49,Yes,DSL,50.18,2458.82,No
9199-RRRRR,Female,0,No,Yes,29,Yes,Fiber optic,109.97,3189.13,No
9090-OOOOO,Female,0,Yes,No,61,Yes,Fiber optic,82.84,5053.24,Yes
2317-TTTTT,Male,0,Yes,No,24,No,No,63.86,1532.64,No
1653-NNNNN,Female,0,Yes,No,26,Yes,Fiber optic,23.88,620.88,No
6280-TTTTT,Male,0,No,Yes,50,Yes,Fiber optic,69.95,3497.5,No
5102-AAAAA,Female,0,Yes,Yes,56,Yes,DSL,96.48,5402.88,No
2496-HHHHH,Male,0,No,No,46,Yes,DSL,46.56,2141.76,No
1339-YYYYY,Female,0,Yes,No,38,Yes,Fiber optic,100.68,3825.84,No
5415-SSSSS,Male,0,No,No,15,Yes,DSL,45.18,677.7,No
1659-YYYYY,Male,0,No,Yes,21,Yes,Fiber optic,102.37,2149.77,No
3870-PPPPP,Female,0,Yes,Yes,53,Yes,DSL,28.53,1512.09,No
9502-UUUUU,Male,0,Yes,Yes,20,Yes,DSL,106.62,2132.4,Yes
8245-IIIII,Male,0,No,Yes,71,No,DSL,69.92,4964.32,No
3973-SSSSS,Female,0,No,No,15,Yes,DSL,49.65,744.75,No
8141-UUUUU,Male,0,Yes,No,58,Yes,Fiber optic,46.51,2697.58,Yes
9056-CCCCC,Male,0,Yes,Yes,30,Yes,No,63.2,1896.0,Yes
8700-LLLLL,Male,1,No,Yes,41,Yes,DSL,119.9,4915.9,No
7690-KKKKK,Female,0,Yes,No,31,Yes,Fiber optic,42.03,1302.93,Yes
6260-VVVVV,Male,1,No,Yes,58,Yes,Fiber optic,30.32,1758.56,No
2713-FFFFF,Female,0,No,Yes,33,No,DSL,78.5,2590.5,No
6403-NNNNN,Male,0,Yes,Yes,8,Yes,No,68.85,550.8,No
9117-JJJJJ,Male,0,Yes,Yes,10,Yes,DSL,72.42,724.2,Yes
7561-YYYYY,Male,1,Yes,Yes,9,Yes,Fiber optic,86.69,780.21,No
1601-OOOOO,Female,0,Yes,Yes,16,Yes,No,46.71,747.36,No
2442-KKKKK,Male,0,Yes,No,67,Yes,Fiber optic,111.07,7441.69,No
5135-KKKKK,Male,0,No,Yes,47,Yes,DSL,63.57,2987.79,No
2899-YYYYY,Female,0,No,Yes,51,Yes,No,32.91,1678.41,No
7622-QQQQQ,Male,1,Yes,No,24,Yes,Fiber optic,94.23,2261.52,No
1018-VVVVV,Female,0,Yes,No,20,Yes,Fiber optic,84.31,1686.2,No
9889-OOOOO,Female,0,Yes,No,64,Yes,Fiber optic,51.57,3300.48,No
7770-BBBBB,Male,0,No,Yes,62,Yes,DSL,82.15,5093.3,No
4073-QQQQQ,Female,1,Yes,No,50,Yes,No,41.99,2099.5,Yes
6927-TTTTT,Male,1,Yes,Yes,35,Yes,DSL,64.48,2256.8,No
9167-UUUUU,Female,0,No,Yes,65,Yes,DSL,109.94,7146.1,No
8242-YYYYY,Female,0,No,Yes,14,Yes,DSL,33.35,466.9,No
1845-GGGGG,Male,1,Yes,No,38,Yes,No,58.67,2229.46,No
5375-RRRRR,Female,0,Yes,No,69,Yes,DSL,102.11,7045.59,No
3146-JJJJJ,Female,0,Yes,No,0,No,DSL,116.95,0.0,Yes
8178-WWWWW,Female,1,No,No,22,Yes,DSL,65.39,1438.58,Yes
8941-DDDDD,Female,0,Yes,No,38,Yes,DSL,70.7,2686.6,No
1472-UUUUU,Female,0,Yes,Yes,56,Yes,Fiber optic,77.22,4324.32,No
4920-WWWWW,Male,0,Yes,Yes,33,Yes,DSL,113.23,3736.59,Yes
3594-JJJJJ,Female,1,No,Yes,40,Yes,Fiber optic,105.82,4232.8,No
1224-RRRRR,Male,1,No,Yes,12,Yes,DSL,37.06,444.72,No
7684-CCCCC,Female,1,Yes,No,69,Yes,No,63.68,4393.92,No
4681-DDDDD,Male,0,Yes,No,5,Yes,Fiber optic,66.4,332.0,No
8560-DDDDD,Male,1,No,Yes,51,No,Fiber optic,98.91,5044.41,No
3522-PPPPP,Female,1,No,No,2,Yes,Fiber optic,80.29,160.58,No
5781-QQQQQ,Female,0,No,No,62,Yes,Fiber optic,85.42,5296.04,Yes
5479-NNNNN,Female,0,No,Yes,48,Yes,No,119.82,5751.36,No
8905-PPPPP,Male,0,No,Yes,46,Yes,DSL,27.5,1265.0,Yes
4993-OOOOO,Female,0,No,No,54,Yes,Fiber optic,42.3,2284.2,No
3369-MMMMM,Male,0,No,No,63,Yes,No,60.79,3829.77,No
4122-TTTTT,Male,0,No,Yes,64,Yes,Fiber optic,54.78,3505.92,No
9327-XXXXX,Male,0,No,Yes,66,Yes,DSL,22.16,1462.56,No
3236-CCCCC,Female,0,Yes,Yes,14,Yes,Fiber optic,29.18,408.52,No
5526-YYYYY,Female,0,Yes,No,31,Yes,No,88.1,2731.1,Yes
7798-KKKKK,Male,0,Yes,Yes,67,Yes,DSL,107.93,7231.31,No
9318-IIIII,Male,0,No,Yes,17,Yes,No,71.42,1214.14,No
1042-JJJJJ,Female,0,Yes,No,42,Yes,DSL,73.92,3104.64,No
5891-SSSSS,Male,0,No,No,34,Yes,DSL,45.51,1547.34,Yes
9022-EEEEE,Female,0,No,No,57,Yes,DSL,96.79,5517.03,No
8316-RRRRR,Male,0,Yes,No,32,Yes,Fiber optic,95.18,3045.76,No
8935-LLLLL,Female,0,No,No,13,Yes,No,78.84,1024.92,No
6446-RRRRR,Male,1,Yes,Yes,33,No,No,41.27,1361.91,No
9903-MMMMM,Female,0,Yes,Yes,60,Yes,No,29.7,1782.0,No
8460-KKKKK,Male,0,Yes,No,3,Yes,DSL,26.42,79.26,No
4090-WWWWW,Female,0,No,No,58,Yes,Fiber optic,79.27,4597.66,No
4912-SSSSS,Female,1,Yes,No,28,Yes,DSL,102.5,2870.0,No
7274-HHHHH,Male,0,No,No,5,Yes,No,105.83,529.15,No
7730-BBBBB,Male,1,Yes,No,48,Yes,Fiber optic,66.36,3185.28,No
6213-XXXXX,Female,0,Yes,Yes,39,Yes,Fiber optic,98.43,3838.77,No
8749-WWWWW,Male,1,Yes,Yes,64,Yes,Fiber optic,114.69,7340.16,Yes
7246-MMMMM,Female,0,No,Yes,68,Yes,No,47.52,3231.36,No
3492-PPPPP,Male,1,No,Yes,26,No,Fiber optic,59.8,1554.8,Yes
1606-EEEEE,Female,0,No,No,5,Yes,Fiber optic,113.15,565.75,No
9229-SSSSS,Female,0,Yes,Yes,12,Yes,DSL,53.82,645.84,No
6439-DDDDD,Female,0,Yes,No,63,Yes,DSL,111.39,7017.57,No
8213-DDDDD,Female,0,No,No,61,Yes,Fiber optic,118.1,7204.1,No
9617-OOOOO,Female,0,No,No,18,Yes,Fiber optic,86.18,1551.24,No
1251-XXXXX,Female,1,No,Yes,42,Yes,DSL,101.69,4270.98,Yes
3361-NNNNN,Male,1,No,No,19,Yes,DSL,94.95,1804.05,No
3529-CCCCC,Male,0,No,Yes,67,Yes,DSL,89.95,6026.65,No
8692-ZZZZZ,Male,0,No,Yes,43,Yes,No,50.69,2179.67,No
5342-KKKKK,Female,0,Yes,No,22,Yes,No,25.71,565.62,No
7512-UUUUU,Female,0,No,No,1,Yes,DSL,54.31,54.31,No
2315-KKKKK,Female,0,Yes,No,21,Yes,Fiber optic,86.69,1820.49,Yes
9742-MMMMM,Female,0,Yes,Yes,56,Yes,DSL,30.25,1694.0,No
6188-UUUUU,Male,0,No,No,71,Yes,No,21.19,1504.49,No
8994-RRRRR,Male,0,No,Yes,6,Yes,Fiber optic,33.97,203.82,Yes
1588-TTTTT,Female,0,Yes,No,55,No,No,91.57,5036.35,No
2121-HHHHH,Male,0,No,No,66,Yes,Fiber optic,117.28,7740.48,No
5708-HHHHH,Male,0,No,Yes,15,Yes,No,118.31,1774.65,No
2480-NNNNN,Female,0,Yes,Yes,50,Yes,Fiber optic,69.4,3470.0,Yes
2612-YYYYY,Male,1,Yes,Yes,71,Yes,Fiber optic,106.94,7592.74,Yes
2646-OOOOO,Female,0,Yes,Yes,11,Yes,Fiber optic,93.68,1030.48,No
3725-WWWWW,Male,0,No,Yes,52,No,Fiber optic,70.1,3645.2,Yes
5906-AAAAA,Female,0,Yes,Yes,4,Yes,No,77.28,309.12,No
1753-KKKKK,Female,0,No,No,26,Yes,No,33.72,876.72,No
1919-JJJJJ,Female,1,Yes,No,11,Yes,Fiber optic,113.77,1251.47,No
6873-LLLLL,Female,0,Yes,Yes,16,Yes,Fiber optic,55.19,883.04,No
8056-EEEEE,Male,0,Yes,No,5,Yes,No,64.61,323.05,No
5000-QQQQQ,Female,0,No,Yes,4,No,Fiber optic,87.17,348.68,Yes
7751-SSSSS,Female,1,No,No,56,Yes,Fiber optic,53.39,2989.84,No
3950-FFFFF,Female,1,Yes,No,27,Yes,Fiber optic,45.43,1226.61,No
3868-CCCCC,Male,0,Yes,Yes,68,Yes,DSL,83.1,5650.8,No
7267-TTTTT,Female,0,Yes,Yes,58,Yes,Fiber optic,22.5,1305.0,No
4945-PPPPP,Male,0,No,Yes,32,Yes,DSL,92.07,2946.24,No
3344-HHHHH,Female,1,Yes,No,61,Yes,Fiber optic,71.4,4355.4,No
8555-UUUUU,Male,0,No,Yes,49,Yes,No,80.58,3948.42,No
5161-OOOOO,Male,1,Yes,No,18,Yes,DSL,83.19,1497.42,Yes
5183-VVVVV,Female,0,Yes,Yes,68,Yes,DSL,72.71,4944.28,No
1153-ZZZZZ,Male,0,Yes,No,65,Yes,Fiber optic,78.25,5086.25,No
8622-JJJJJ,Female,0,Yes,No,46,Yes,Fiber optic,88.38,4065.48,No
9955-FFFFF,Female,0,Yes,Yes,38,Yes,DSL,95.31,3621.78,No
2210-OOOOO,Female,0,Yes,No,67,Yes,No,92.75,6214.25,No
6661-SSSSS,Male,0,No,No,32,Yes,No,106.96,3422.72,No
5901-UUUUU,Male,0,Yes,Yes,12,Yes,Fiber optic,38.94,467.28,No
7951-WWWWW,Female,0,No,No,53,Yes,No,60.11,3185.83,Yes
5097-OOOOO,Female,0,Yes,Yes,6,Yes,No,114.78,688.68,No
5949-GGGGG,Male,0,Yes,Yes,13,Yes,Fiber optic,59.66,775.58,No
7302-PPPPP,Female,1,No,Yes,18,Yes,No,32.49,584.82,Yes
2747-HHHHH,Female,1,Yes,Yes,53,Yes,Fiber optic,72.54,3844.62,No
7248-SSSSS,Female,1,No,No,19,Yes,DSL,30.95,588.05,No
6881-SSSSS,Male,1,No,No,28,Yes,Fiber optic,40.29,1128.12,Yes
5847-WWWWW,Male,0,Yes,No,23,Yes,DSL,119.83,2756.09,No
5837-AAAAA,Male,0,No,Yes,62,Yes,DSL,74.14,4596.68,No
7484-IIIII,Female,0,No,No,56,Yes,No,48.41,2710.96,Yes
1132-SSSSS,Female,0,Yes,No,7,Yes,No,119.48,836.36,No
1803-TTTTT,Female,0,No,Yes,61,Yes,No,116.66,7116.26,Yes
9138-JJJJJ,Male,0,Yes,Yes,28,Yes,Fiber optic,64.07,1793.96,No
4770-TTTTT,Female,0,Yes,No,16,Yes,No,46.04,736.64,Yes
6772-HHHHH,Female,0,Yes,Yes,65,Yes,DSL,103.84,6749.6,No
4115-TTTTT,Female,0,Yes,Yes,5,Yes,No,91.56,457.8,No
5106-VVVVV,Female,0,No,Yes,57,Yes,No,88.69,5055.33,Yes
3240-UUUUU,Male,0,Yes,Yes,68,Yes,Fiber optic,109.31,7433.08,No
2591-UUUUU,Male,0,Yes,No,27,Yes,Fiber optic,88.94,2401.38,No
1645-JJJJJ,Female,1,No,Yes,61,Yes,DSL,48.38,2951.18,No
8222-BBBBB,Male,0,Yes,Yes,40,Yes,Fiber optic,89.39,3575.6,No
6977-XXXXX,Male,0,Yes,Yes,68,Yes,No,50.58,3439.44,No
3153-CCCCC,Female,1,No,Yes,40,Yes,Fiber optic,95.92,3836.8,Yes
5835-KKKKK,Female,1,No,Yes,48,No,DSL,81.97,3934.56,Yes
7807-FFFFF,Male,1,No,Yes,48,Yes,No,27.74,1331.52,No
4289-EEEEE,Female,0,No,Yes,70,Yes,DSL,71.28,4989.6,No
9837-LLLLL,Male,0,No,Yes,2,Yes,Fiber optic,54.33,108.66,No
9697-QQQQQ,Female,0,No,No,9,Yes,Fiber optic,52.86,475.74,No
5465-FFFFF,Male,0,No,Yes,34,Yes,DSL,80.23,2727.82,No
5210-PPPPP,Female,0,Yes,No,1,Yes,No,52.23,52.23,No
5835-XXXXX,Male,0,No,Yes,23,Yes,Fiber optic,97.69,2246.87,No
6549-ZZZZZ,Male,0,No,Yes,37,Yes,Fiber optic,27.08,1001.96,Yes
2886-OOOOO,Male,0,No,Yes,21,Yes,No,86.04,1806.84,No
2233-EEEEE,Female,0,Yes,Yes,25,Yes,Fiber optic,100.92,2523.0,No
4696-VVVVV,Male,0,Yes,No,42,Yes,DSL,87.28,3665.76,No
7511-ZZZZZ,Male,0,No,Yes,54,No,Fiber optic,69.72,3764.88,No
6992-CCCCC,Female,0,No,Yes,38,Yes,Fiber optic,115.03,4371.14,No
7464-AAAAA,Female,0,No,No,28,Yes,No,49.99,1399.72,No
5332-RRRRR,Male,1,Yes,No,19,Yes,DSL,21.92,416.48,Yes
3024-OOOOO,Male,0,Yes,Yes,40,Yes,No,63.2,2528.0,No
7038-VVVVV,Female,0,No,No,53,Yes,Fiber optic,23.3,1234.9,No
5295-SSSSS,Female,0,Yes,No,19,Yes,Fiber optic,115.39,2192.41,No
7242-UUUUU,Female,0,No,No,18,Yes,No,40.99,737.82,No
7086-DDDDD,Female,0,Yes,Yes,65,Yes,No,98.89,6427.85,No
4830-PPPPP,Female,0,Yes,Yes,29,Yes,No,97.46,2826.34,Yes
1410-TTTTT,Male,0,No,Yes,52,Yes,DSL,41.77,2172.04,Yes
6374-TTTTT,Female,0,No,No,33,Yes,Fiber optic,82.12,2709.96,No
4626-UUUUU,Male,1,No,Yes,21,Yes,No,24.81,521.01,No
2035-UUUUU,Male,0,No,No,66,Yes,Fiber optic,68.36,4511.76,Yes
8606-WWWWW,Male,0,Yes,Yes,5,Yes,DSL,21.46,107.3,No
5951-UUUUU,Female,1,Yes,Yes,26,Yes,DSL,112.11,2914.86,No
7689-DDDDD,Male,1,Yes,No,9,Yes,DSL,117.61,1058.49,No
3290-BBBBB,Male,0,No,Yes,47,No,DSL,42.23,1984.81,No
1609-JJJJJ,Female,0,Yes,No,69,Yes,Fiber optic,40.81,2815.89,No
9071-DDDDD,Male,0,No,No,58,Yes,DSL,95.37,5531.46,Yes
2592-HHHHH,Male,0,Yes,Yes,58,Yes,DSL,45.34,2629.72,No
9807-EEEEE,Female,0,No,No,1,Yes,No,109.51,109.51,No
7367-OOOOO,Male,0,No,Yes,28,Yes,DSL,77.39,2166.92,No
7078-VVVVV,Male,0,Yes,Yes,67,Yes,No,55.08,3690.36,No
9850-NNNNN,Male,1,No,No,64,Yes,DSL,103.27,6609.28,No
3531-NNNNN,Female,1,No,Yes,25,Yes,DSL,69.34,1733.5,No
2622-PPPPP,Female,0,Yes,No,9,Yes,No,111.16,1000.44,No
7686-IIIII,Female,0,No,Yes,52,No,DSL,112.8,5865.6,No
1536-WWWWW,Male,0,No,Yes,58,Yes,Fiber optic,36.54,2119.32,No
7070-GGGGG,Male,0,No,Yes,21,Yes,Fiber optic,20.23,424.83,No
8264-OOOOO,Female,0,Yes,Yes,50,Yes,DSL,118.39,5919.5,No
4868-LLLLL,Male,0,Yes,Yes,47,Yes,Fiber optic,110.61,5198.67,Yes
2627-VVVVV,Male,0,No,No,20,Yes,No,25.54,510.8,Yes
7018-RRRRR,Female,0,Yes,No,21,Yes,DSL,103.3,2169.3,Yes
6876-BBBBB,Female,0,No,No,29,Yes,DSL,65.78,1907.62,No
7523-IIIII,Male,0,No,No,24,Yes,No,45.9,1101.6,No
4109-DDDDD,Male,0,No,No,27,Yes,No,107.87,2912.49,No
8450-CCCCC,Male,0,No,No,64,Yes,No,39.67,2538.88,Yes
